,Platform,Active_Users_M,Avg_Rating,Problems_Count,Problems_Difficulty,Job_Integration,Contest_Frequency,Pricing_Model,Founded_Year,Mobile_App_Available,Certifications_Offered,Learning_Paths,Forum_Activity_Level,Platform_Score
2843,Codeforces,4.3,4.3,3961,Medium,Yes,Weekly,Freemium,2007,True,False,7,Low,84
2844,CodeChef,1.5,4.5,1335,Hard,No,Monthly,Paid,2021,True,True,10,Medium,79
2845,LeetCode,9.2,4.8,736,Easy,Yes,Occasionally,Freemium,2019,False,False,7,Medium,96
2846,HackerRank,2.5,4.5,2480,Easy,No,Biweekly,Freemium,2005,True,True,3,High,73
2847,CodeChef,19.6,4.8,3835,Hard,No,Occasionally,Paid,2009,True,True,8,Low,103
2848,CodeChef,13.2,3.7,2886,Varied,Limited,Monthly,Paid,2011,False,False,2,Low,71
2849,CodeChef,24.0,4.0,2161,Hard,Yes,Weekly,Paid,2021,False,False,5,High,108
2850,Codeforces,14.0,4.5,1383,Hard,No,Weekly,Paid,2019,True,True,9,High,101
2851,LeetCode,10.6,4.6,3036,Varied,No,Biweekly,Paid,2007,False,True,1,Medium,77
2852,CodeChef,24.7,4.9,1713,Easy,No,Monthly,Paid,2020,False,True,10,High,120
2853,CodeChef,23.4,4.2,3983,Easy,No,Occasionally,Paid,2010,False,True,10,Low,107
2854,CodeChef,11.6,4.9,1795,Medium,Limited,Weekly,Freemium,2007,False,False,8,High,102
2855,CodeChef,18.4,3.8,2609,Easy,Yes,Occasionally,Paid,2015,False,False,7,High,99
2856,CodeChef,12.5,4.1,2303,Easy,Limited,Occasionally,Freemium,2007,False,False,1,Medium,77
2857,LeetCode,25.1,3.5,3136,Easy,Limited,Biweekly,Freemium,2007,False,True,5,Low,102
2858,HackerRank,7.0,3.9,542,Medium,No,Biweekly,Freemium,2013,False,False,4,Medium,68
2859,CodeChef,22.8,4.7,1313,Hard,No,Biweekly,Free,2006,False,True,7,Medium,109
2860,CodeChef,24.2,3.7,3734,Easy,Yes,Monthly,Paid,2015,False,False,8,Low,104
2861,HackerRank,22.9,3.9,3231,Varied,No,Occasionally,Paid,2013,False,False,10,Low,98
2862,HackerRank,3.5,4.1,2281,Easy,Limited,Occasionally,Freemium,2009,False,True,8,Medium,82
2863,CodeChef,8.0,4.1,3553,Varied,Limited,Biweekly,Freemium,2011,True,False,9,High,89
2864,Codeforces,27.3,4.1,671,Medium,Limited,Occasionally,Freemium,2018,False,False,2,High,103
2865,CodeChef,7.2,3.7,2341,Hard,Limited,Occasionally,Freemium,2015,True,False,7,High,79
2866,LeetCode,10.5,3.7,940,Medium,Limited,Occasionally,Free,2014,False,True,10,Medium,91
2867,CodeChef,15.4,4.7,502,Varied,Limited,Biweekly,Freemium,2010,True,True,2,Medium,95
2868,Codeforces,26.2,4.7,2928,Medium,No,Weekly,Free,2021,True,False,10,High,119
2869,LeetCode,25.2,3.6,913,Easy,Limited,Biweekly,Paid,2022,False,True,7,Medium,106
2870,HackerRank,11.4,3.6,2916,Medium,Limited,Occasionally,Paid,2006,True,True,9,Low,86
2871,CodeChef,9.3,4.4,3451,Hard,Yes,Biweekly,Paid,2005,True,False,4,Medium,84
2872,Codeforces,4.4,4.3,930,Easy,Yes,Occasionally,Paid,2011,True,True,5,Low,80
2873,LeetCode,3.6,4.6,978,Varied,Yes,Weekly,Paid,2005,True,False,2,High,77
2874,HackerRank,4.8,5.0,3239,Hard,No,Biweekly,Paid,2005,True,False,4,Low,71
2875,HackerRank,28.0,4.1,2606,Easy,Yes,Biweekly,Freemium,2007,False,False,10,Medium,124
2876,Codeforces,2.4,4.7,2732,Hard,Limited,Occasionally,Free,2017,False,False,10,Medium,84
2877,CodeChef,27.4,4.0,588,Hard,Limited,Weekly,Paid,2016,True,True,8,Medium,117
2878,LeetCode,28.8,3.5,2819,Hard,Yes,Biweekly,Freemium,2020,True,False,1,Low,99
2879,LeetCode,10.5,3.9,2869,Medium,Yes,Weekly,Freemium,2021,False,True,2,Low,85
2880,Codeforces,22.3,4.7,1018,Easy,Limited,Occasionally,Paid,2020,True,True,7,Medium,111
2881,HackerRank,9.7,4.7,3911,Easy,No,Biweekly,Free,2018,True,False,6,Low,81
2882,Codeforces,25.5,3.5,890,Medium,Limited,Monthly,Paid,2010,False,True,1,Low,90
2883,CodeChef,18.6,4.9,1984,Medium,Limited,Monthly,Freemium,2010,False,False,4,Low,98
2884,HackerRank,9.1,4.8,908,Easy,Yes,Monthly,Free,2019,False,False,2,Low,82
2885,HackerRank,26.4,3.8,3915,Varied,Yes,Monthly,Paid,2021,False,True,9,Low,116
2886,CodeChef,20.4,4.7,589,Easy,Yes,Occasionally,Paid,2018,True,True,7,Low,112
2887,CodeChef,28.4,4.3,587,Varied,Yes,Occasionally,Paid,2016,False,False,4,High,113
2888,LeetCode,17.2,3.9,1299,Medium,Limited,Occasionally,Paid,2017,True,False,10,Low,95
2889,Codeforces,24.4,4.4,2459,Easy,No,Weekly,Free,2019,False,False,10,Medium,112
2890,Codeforces,4.4,4.9,1179,Hard,No,Occasionally,Paid,2006,True,True,9,High,88
2891,HackerRank,19.1,4.6,1901,Varied,Yes,Weekly,Free,2007,True,True,7,Medium,115
2892,CodeChef,18.8,4.8,3546,Varied,No,Monthly,Paid,2005,False,False,3,Medium,89
2893,HackerRank,13.7,4.6,1425,Easy,No,Occasionally,Free,2009,True,True,7,Low,92
2894,CodeChef,18.2,4.0,1632,Varied,Limited,Biweekly,Paid,2013,True,True,1,High,89
2895,LeetCode,9.8,4.3,2292,Medium,Yes,Weekly,Freemium,2015,False,False,2,High,87
2896,CodeChef,20.2,4.4,1643,Varied,No,Biweekly,Free,2022,True,False,6,High,97
2897,LeetCode,11.6,4.5,2329,Easy,Yes,Weekly,Free,2016,False,False,1,High,87
2898,LeetCode,12.3,4.8,1249,Hard,Limited,Biweekly,Free,2010,False,True,3,High,93
2899,CodeChef,10.7,3.7,958,Hard,Limited,Weekly,Free,2014,True,False,3,Low,73
2900,Codeforces,19.0,4.4,3688,Hard,Yes,Occasionally,Freemium,2007,False,True,5,High,110
2901,Codeforces,10.3,4.9,1470,Hard,Limited,Biweekly,Paid,2019,True,True,10,High,104
2902,LeetCode,15.4,4.7,2511,Medium,Limited,Occasionally,Paid,2007,False,False,7,High,98
2903,Codeforces,26.4,4.0,1766,Medium,Limited,Biweekly,Free,2007,False,False,2,Medium,98
2904,LeetCode,19.9,4.3,2495,Easy,Yes,Monthly,Paid,2005,True,False,9,Medium,108
2905,CodeChef,10.3,4.3,1878,Hard,Limited,Biweekly,Free,2012,False,False,4,High,82
2906,Codeforces,5.7,4.5,3300,Medium,No,Monthly,Paid,2006,False,True,2,Medium,70
2907,CodeChef,10.5,4.2,2816,Hard,Yes,Biweekly,Freemium,2009,True,True,4,Medium,92
2908,Codeforces,11.5,4.8,1998,Varied,Yes,Occasionally,Paid,2015,True,False,10,High,104
2909,HackerRank,13.7,4.8,2313,Hard,Yes,Biweekly,Free,2009,False,False,5,High,100
2910,CodeChef,29.1,4.4,3727,Hard,No,Biweekly,Paid,2012,True,True,7,Low,113
2911,Codeforces,22.1,4.3,1893,Varied,Limited,Biweekly,Free,2007,False,True,6,High,109
2912,HackerRank,14.6,4.7,1219,Medium,Yes,Monthly,Freemium,2011,False,False,8,High,107
2913,CodeChef,15.8,4.1,3775,Varied,No,Occasionally,Free,2008,False,False,9,High,93
2914,Codeforces,16.2,4.3,1790,Varied,Limited,Occasionally,Freemium,2012,False,True,8,High,105
2915,CodeChef,18.2,4.3,2412,Varied,No,Occasionally,Free,2007,True,False,3,High,86
2916,CodeChef,18.0,4.7,870,Hard,Yes,Weekly,Paid,2017,True,True,10,Low,117
2917,HackerRank,14.3,4.4,2280,Easy,Yes,Occasionally,Freemium,2007,False,False,3,Medium,91
2918,Codeforces,17.2,4.3,1403,Easy,Limited,Monthly,Freemium,2006,False,True,8,High,107
2919,HackerRank,18.7,4.0,991,Medium,No,Occasionally,Free,2013,False,False,2,High,82
2920,HackerRank,25.0,3.7,2514,Medium,Yes,Monthly,Freemium,2020,True,False,4,Medium,102
2921,Codeforces,27.1,4.3,3459,Hard,Limited,Biweekly,Free,2007,False,False,2,Low,100
2922,LeetCode,27.3,4.9,2432,Medium,No,Monthly,Paid,2011,False,False,3,Low,101
2923,LeetCode,28.5,4.1,3283,Easy,Limited,Occasionally,Free,2011,True,False,10,Medium,117
2924,CodeChef,9.4,4.9,1379,Hard,No,Weekly,Freemium,2005,True,False,8,Medium,92
2925,LeetCode,13.5,4.8,3404,Easy,Yes,Biweekly,Freemium,2006,True,False,2,High,95
2926,Codeforces,10.4,4.8,1731,Easy,No,Biweekly,Paid,2021,False,True,2,Medium,81
2927,CodeChef,28.9,4.4,1992,Medium,No,Weekly,Freemium,2021,True,False,9,Low,116
2928,Codeforces,6.9,3.9,1010,Hard,Yes,Monthly,Freemium,2014,True,True,10,Medium,94
2929,Codeforces,9.5,4.9,2083,Hard,Limited,Monthly,Free,2017,True,False,2,Low,78
2930,CodeChef,25.1,4.4,1688,Varied,Yes,Occasionally,Free,2007,False,True,5,Low,113
2931,CodeChef,1.6,3.9,645,Hard,No,Occasionally,Paid,2010,False,True,7,High,69
2932,HackerRank,6.8,4.1,1559,Hard,Limited,Occasionally,Freemium,2007,False,False,3,High,74
2933,Codeforces,6.3,4.4,640,Hard,No,Monthly,Free,2019,False,True,7,High,82
2934,Codeforces,19.3,4.5,3045,Hard,No,Occasionally,Paid,2008,True,True,1,Low,86
2935,HackerRank,12.0,3.9,3806,Varied,Yes,Biweekly,Paid,2022,False,False,10,Medium,95
2936,Codeforces,12.9,4.3,2809,Easy,Yes,Monthly,Free,2007,False,False,10,Medium,100
2937,CodeChef,6.7,4.6,2363,Hard,Yes,Weekly,Paid,2020,False,False,3,High,84
2938,HackerRank,13.4,4.0,803,Medium,Yes,Weekly,Paid,2017,False,True,4,High,95
2939,CodeChef,8.8,4.8,870,Medium,No,Occasionally,Free,2011,False,False,4,Medium,77
2940,HackerRank,18.9,4.7,1339,Varied,Limited,Weekly,Freemium,2007,False,False,9,High,113
2941,LeetCode,4.4,3.7,3233,Hard,No,Biweekly,Free,2015,False,False,9,Medium,71
2942,Codeforces,9.6,4.0,2903,Medium,No,Weekly,Paid,2014,False,False,5,High,76
2943,HackerRank,10.1,4.5,3820,Easy,Limited,Biweekly,Freemium,2005,True,True,8,Medium,97
2944,CodeChef,13.4,4.8,627,Easy,Yes,Occasionally,Free,2012,True,False,10,High,108
2945,CodeChef,17.4,4.4,1115,Varied,Limited,Biweekly,Freemium,2009,False,True,1,High,95
2946,HackerRank,8.7,4.4,1105,Varied,Limited,Monthly,Freemium,2018,False,False,4,High,82
2947,LeetCode,16.4,4.2,3512,Medium,Yes,Monthly,Paid,2014,True,False,4,Medium,92
2948,CodeChef,7.9,5.0,2322,Easy,No,Monthly,Paid,2005,True,False,6,Medium,81
2949,Codeforces,14.2,4.7,919,Varied,No,Monthly,Freemium,2014,False,True,10,Low,101
2950,Codeforces,2.2,3.6,3163,Varied,No,Biweekly,Free,2007,False,False,4,Medium,56
2951,CodeChef,6.4,3.8,2013,Easy,Yes,Weekly,Paid,2010,True,True,7,High,89
2952,HackerRank,9.5,4.0,1846,Easy,Limited,Biweekly,Paid,2009,True,True,8,High,90
2953,Codeforces,20.4,3.8,1470,Medium,No,Monthly,Paid,2008,False,False,5,Medium,86
2954,LeetCode,20.8,4.4,2271,Easy,Limited,Weekly,Free,2018,True,False,3,High,99
2955,Codeforces,5.5,4.6,2737,Hard,Yes,Weekly,Freemium,2008,False,True,8,High,100
2956,Codeforces,15.4,4.3,3512,Easy,Limited,Weekly,Free,2014,False,False,7,Medium,96
2957,CodeChef,20.0,4.4,1025,Hard,Yes,Occasionally,Free,2019,True,False,7,High,108
2958,Codeforces,12.7,4.9,1488,Hard,Yes,Biweekly,Paid,2009,True,False,1,Low,86
2959,HackerRank,19.5,3.5,2535,Hard,Limited,Biweekly,Freemium,2013,False,True,10,Low,103
2960,CodeChef,27.6,3.9,3032,Varied,Limited,Monthly,Paid,2006,False,False,1,Low,92
2961,LeetCode,18.1,4.9,2281,Medium,Yes,Monthly,Paid,2021,False,True,9,High,118
2962,HackerRank,13.1,3.9,1517,Varied,Yes,Occasionally,Paid,2019,True,True,4,Medium,89
2963,HackerRank,3.6,3.6,777,Varied,No,Monthly,Freemium,2021,True,True,2,Low,58
2964,Codeforces,5.1,3.9,3006,Medium,No,Monthly,Paid,2013,True,True,3,Low,63
2965,CodeChef,15.9,4.6,1346,Easy,No,Weekly,Freemium,2005,True,False,9,Medium,101
2966,CodeChef,23.6,4.1,3946,Varied,Limited,Monthly,Free,2013,True,True,7,Low,106
2967,HackerRank,29.0,4.3,1177,Medium,No,Occasionally,Free,2014,False,True,1,High,104
2968,LeetCode,11.5,3.8,3365,Easy,Yes,Biweekly,Free,2013,True,False,2,High,80
2969,CodeChef,23.0,4.9,569,Easy,No,Monthly,Freemium,2011,False,False,10,Medium,114
2970,Codeforces,13.3,4.1,720,Easy,Yes,Monthly,Freemium,2010,False,False,6,Low,91
2971,CodeChef,17.5,4.9,961,Medium,Limited,Occasionally,Free,2017,False,False,9,High,108
2972,HackerRank,14.0,4.6,3141,Medium,Limited,Occasionally,Freemium,2012,False,False,7,Low,94
2973,CodeChef,2.3,4.1,3788,Medium,No,Monthly,Paid,2021,False,False,10,High,73
2974,CodeChef,9.7,4.2,1828,Easy,Limited,Occasionally,Paid,2011,False,True,2,High,80
2975,HackerRank,19.8,4.8,3487,Medium,Yes,Monthly,Free,2009,False,False,6,Medium,108
2976,Codeforces,25.5,4.6,663,Hard,Yes,Biweekly,Free,2011,False,True,9,Low,124
2977,Codeforces,6.9,5.0,1102,Easy,Limited,Biweekly,Free,2022,False,False,3,High,82
2978,Codeforces,23.8,4.4,2163,Varied,Yes,Monthly,Freemium,2008,False,True,4,High,115
2979,HackerRank,20.3,4.5,2119,Medium,Yes,Monthly,Paid,2020,False,True,10,Medium,117
2980,Codeforces,17.0,4.1,3999,Varied,Yes,Biweekly,Free,2006,False,False,4,Medium,94
2981,LeetCode,24.8,4.2,3831,Hard,Limited,Biweekly,Freemium,2013,True,True,7,Medium,114
2982,HackerRank,25.4,4.5,2983,Easy,No,Biweekly,Freemium,2008,False,False,4,Low,100
2983,HackerRank,22.7,5.0,3389,Easy,Limited,Weekly,Free,2017,False,False,9,Low,116
2984,Codeforces,23.9,4.4,3489,Medium,Limited,Biweekly,Free,2017,True,True,4,Medium,107
2985,LeetCode,8.8,4.6,1960,Varied,No,Weekly,Free,2017,True,False,10,Medium,90
2986,CodeChef,26.6,3.6,3940,Easy,Yes,Biweekly,Freemium,2005,False,False,8,Medium,113
2987,LeetCode,26.7,4.9,3686,Varied,No,Occasionally,Freemium,2021,True,False,6,Medium,111
2988,LeetCode,28.5,4.3,3514,Hard,Yes,Monthly,Freemium,2012,False,True,7,Medium,125
2989,Codeforces,17.8,4.8,1871,Medium,No,Weekly,Free,2008,False,True,8,Low,105
2990,LeetCode,17.3,4.5,2250,Medium,Limited,Monthly,Free,2019,False,True,3,Medium,95
2991,LeetCode,13.4,3.7,3550,Varied,Limited,Monthly,Free,2022,False,False,10,Medium,90
2992,CodeChef,10.8,4.6,792,Medium,Yes,Weekly,Paid,2016,True,False,9,High,102
2993,HackerRank,12.2,4.9,3718,Medium,Limited,Monthly,Paid,2020,False,False,1,High,83
2994,LeetCode,9.5,3.9,1492,Hard,No,Monthly,Freemium,2018,False,False,8,High,81
2995,LeetCode,22.7,4.5,3786,Hard,Yes,Occasionally,Paid,2010,False,False,4,High,106
2996,HackerRank,20.1,3.6,720,Hard,Yes,Monthly,Paid,2013,True,True,10,Low,106
2997,HackerRank,9.4,3.5,2250,Varied,Limited,Monthly,Free,2005,True,False,3,High,70
2998,HackerRank,1.9,4.9,997,Varied,Limited,Weekly,Free,2017,False,False,9,Low,84
2999,LeetCode,13.0,3.7,1242,Hard,Limited,Biweekly,Freemium,2015,False,True,8,Low,92
3000,LeetCode,6.3,3.9,2454,Hard,No,Weekly,Paid,2019,True,True,9,Low,79
3001,HackerRank,7.4,3.7,2059,Medium,Limited,Biweekly,Paid,2016,True,False,4,High,71
3002,CodeChef,3.4,4.6,3930,Varied,Yes,Monthly,Free,2010,True,False,6,Medium,81
3003,Codeforces,29.8,4.8,3894,Medium,Yes,Occasionally,Freemium,2022,False,False,4,High,123
3004,CodeChef,2.9,4.8,3107,Hard,Yes,Occasionally,Freemium,2012,True,False,6,Medium,84
3005,CodeChef,13.9,3.9,2033,Medium,No,Occasionally,Freemium,2021,True,False,5,Medium,80
3006,CodeChef,4.6,3.5,520,Varied,Yes,Occasionally,Freemium,2018,True,True,1,Low,67
3007,Codeforces,25.6,3.9,2574,Easy,Yes,Weekly,Paid,2009,False,True,6,Medium,114
3008,LeetCode,18.2,4.1,3439,Medium,Yes,Weekly,Paid,2006,True,True,6,Medium,105
3009,HackerRank,11.1,4.9,2668,Medium,Limited,Weekly,Freemium,2017,True,False,4,Low,90
3010,CodeChef,27.5,4.3,2398,Easy,Yes,Monthly,Freemium,2018,True,True,1,Medium,111
3011,LeetCode,20.0,3.6,839,Easy,No,Biweekly,Paid,2019,False,True,10,Medium,99
3012,Codeforces,4.6,4.9,693,Hard,Yes,Occasionally,Paid,2018,False,True,10,Medium,98
3013,CodeChef,24.1,4.5,2174,Easy,Limited,Biweekly,Free,2006,False,False,5,High,107
3014,CodeChef,28.6,4.3,1454,Medium,Yes,Weekly,Free,2013,False,True,5,High,124
3015,CodeChef,10.2,4.2,841,Hard,Limited,Occasionally,Paid,2007,False,False,10,Low,87
3016,Codeforces,29.0,3.6,3698,Varied,Limited,Biweekly,Free,2015,False,True,4,High,108
3017,HackerRank,20.2,4.3,2874,Medium,No,Weekly,Paid,2017,False,False,7,Medium,97
3018,HackerRank,28.9,4.6,1163,Easy,Yes,Monthly,Free,2011,False,True,4,Low,118
3019,HackerRank,25.3,3.6,3997,Hard,Limited,Monthly,Paid,2007,False,True,9,Medium,109
3020,LeetCode,21.3,5.0,1437,Varied,Yes,Monthly,Free,2015,True,False,1,Medium,102
3021,LeetCode,13.5,4.7,2861,Hard,Limited,Monthly,Paid,2015,True,True,8,Medium,100
3022,Codeforces,11.5,4.4,1293,Easy,Limited,Biweekly,Freemium,2017,False,True,5,Low,90
3023,CodeChef,26.0,4.0,1480,Medium,Yes,Occasionally,Paid,2015,True,True,4,High,111
3024,CodeChef,20.9,4.0,2880,Hard,No,Biweekly,Paid,2011,False,False,6,Low,89
3025,HackerRank,19.4,4.5,2468,Hard,Limited,Monthly,Freemium,2007,True,False,6,Low,99
3026,HackerRank,28.6,4.7,1064,Easy,Yes,Monthly,Free,2017,False,True,2,High,119
3027,Codeforces,24.5,4.0,2182,Hard,No,Monthly,Free,2013,True,False,3,Low,89
3028,Codeforces,19.7,4.8,683,Varied,Limited,Occasionally,Free,2013,False,False,7,High,107
3029,HackerRank,24.0,4.4,1929,Varied,No,Weekly,Freemium,2019,True,True,2,High,104
3030,CodeChef,20.7,3.7,3871,Varied,Limited,Biweekly,Freemium,2006,True,False,2,High,90
3031,CodeChef,3.6,4.4,1259,Varied,No,Occasionally,Paid,2006,True,False,1,Medium,58
3032,Codeforces,20.8,4.0,1984,Medium,No,Weekly,Paid,2009,True,False,10,Low,99
3033,HackerRank,27.5,3.5,3734,Medium,No,Occasionally,Free,2009,False,False,6,High,98
3034,HackerRank,18.0,3.5,3453,Hard,No,Monthly,Paid,2005,False,False,7,Medium,83
3035,HackerRank,3.1,4.2,894,Hard,Limited,Monthly,Paid,2019,True,True,7,Medium,78
3036,Codeforces,1.7,3.8,1647,Easy,Limited,Occasionally,Freemium,2011,False,False,8,Medium,72
3037,LeetCode,5.8,4.2,1223,Hard,Limited,Occasionally,Paid,2012,False,True,6,High,82
3038,CodeChef,26.2,5.0,1210,Easy,Limited,Occasionally,Free,2012,True,False,8,Low,116
3039,Codeforces,6.9,4.3,879,Varied,No,Occasionally,Free,2018,True,True,3,Medium,72
3040,LeetCode,24.5,3.6,1715,Medium,Limited,Monthly,Freemium,2017,True,True,5,Medium,103
3041,Codeforces,1.2,3.7,3188,Hard,Yes,Occasionally,Freemium,2012,True,True,3,High,72
3042,CodeChef,20.2,4.0,3914,Easy,Limited,Occasionally,Free,2009,False,False,7,High,99
3043,HackerRank,6.7,5.0,2927,Medium,Yes,Monthly,Freemium,2016,False,False,5,High,92
3044,Codeforces,26.8,4.3,1125,Medium,Yes,Biweekly,Paid,2022,False,True,9,High,126
3045,LeetCode,28.1,4.8,1641,Easy,Yes,Weekly,Free,2007,True,True,5,High,128
3046,LeetCode,23.4,3.8,1317,Hard,Yes,Monthly,Free,2009,False,False,3,High,99
3047,LeetCode,9.9,4.6,2566,Varied,No,Biweekly,Free,2018,False,True,5,Low,83
3048,CodeChef,14.6,4.6,3246,Hard,No,Biweekly,Freemium,2016,False,True,8,Low,98
3049,Codeforces,15.5,3.8,1979,Hard,No,Monthly,Free,2009,True,True,3,High,82
3050,Codeforces,11.7,4.0,812,Hard,Limited,Weekly,Free,2019,False,True,7,High,95
3051,Codeforces,26.8,3.7,1634,Hard,Limited,Occasionally,Paid,2019,True,True,6,Low,104
3052,Codeforces,14.2,3.9,807,Varied,Yes,Biweekly,Freemium,2013,True,True,5,Medium,96
3053,HackerRank,23.9,4.0,2839,Medium,No,Weekly,Freemium,2007,False,False,8,Low,103
3054,LeetCode,1.5,3.6,1646,Hard,No,Occasionally,Free,2021,False,True,9,Low,67
3055,Codeforces,17.4,4.0,1091,Medium,No,Monthly,Paid,2009,True,False,10,Medium,93
3056,CodeChef,28.3,4.3,2835,Varied,No,Monthly,Free,2012,True,False,2,Medium,97
3057,LeetCode,14.5,3.8,3674,Medium,Yes,Occasionally,Freemium,2015,False,False,6,High,94
3058,HackerRank,21.1,5.0,2207,Varied,No,Occasionally,Free,2016,False,True,3,Medium,101
3059,LeetCode,19.5,4.4,817,Varied,Limited,Occasionally,Paid,2018,True,True,10,High,112
3060,CodeChef,24.4,4.4,1155,Varied,Yes,Monthly,Free,2007,True,True,9,Medium,122
3061,Codeforces,17.9,4.6,2336,Medium,Limited,Weekly,Free,2022,False,True,9,Low,110
3062,CodeChef,8.2,4.7,713,Hard,Yes,Biweekly,Paid,2011,False,False,10,Low,95
3063,HackerRank,5.4,3.9,2725,Varied,Yes,Occasionally,Freemium,2021,True,False,9,Medium,85
3064,Codeforces,22.1,3.8,2368,Hard,No,Monthly,Freemium,2020,True,True,3,High,94
3065,CodeChef,3.5,4.4,2677,Varied,No,Weekly,Free,2010,True,False,4,Low,66
3066,Codeforces,3.4,4.6,3430,Hard,Limited,Monthly,Free,2012,True,True,10,High,91
3067,Codeforces,18.7,4.8,3983,Hard,Limited,Weekly,Paid,2020,False,False,8,Medium,107
3068,Codeforces,9.4,3.9,3974,Varied,No,Monthly,Paid,2013,True,False,1,Medium,62
3069,CodeChef,26.7,4.7,1908,Easy,Limited,Monthly,Freemium,2008,False,False,7,High,118
3070,LeetCode,2.4,4.0,1880,Easy,No,Weekly,Free,2012,True,False,5,High,67
3071,Codeforces,5.4,4.6,2949,Hard,No,Monthly,Paid,2021,False,False,6,Low,71
3072,Codeforces,28.1,4.5,3420,Easy,Yes,Biweekly,Freemium,2017,True,True,4,Medium,121
3073,Codeforces,3.5,3.8,2847,Easy,Yes,Monthly,Free,2021,False,False,10,Low,79
3074,Codeforces,19.4,4.4,3146,Hard,Yes,Monthly,Freemium,2008,False,True,1,Low,98
3075,CodeChef,22.2,5.0,2929,Medium,No,Monthly,Paid,2016,False,False,10,Medium,110
3076,Codeforces,28.4,4.6,3445,Medium,No,Occasionally,Free,2010,False,True,4,Low,108
3077,LeetCode,5.8,3.9,1835,Hard,No,Occasionally,Freemium,2007,False,False,1,High,62
3078,Codeforces,4.5,4.5,2368,Varied,No,Weekly,Free,2016,True,False,7,Low,75
3079,Codeforces,7.2,4.0,3881,Hard,No,Monthly,Freemium,2019,True,True,5,High,78
3080,HackerRank,18.2,4.0,2996,Easy,Yes,Weekly,Paid,2016,True,False,4,Low,93
3081,HackerRank,29.7,4.4,2981,Hard,Yes,Biweekly,Freemium,2020,False,True,5,Medium,125
3082,CodeChef,14.1,4.1,643,Hard,Yes,Weekly,Freemium,2022,False,False,5,Medium,95
3083,CodeChef,28.8,3.7,1229,Easy,Limited,Weekly,Paid,2014,False,False,9,High,115
3084,Codeforces,5.0,4.1,1565,Hard,Limited,Biweekly,Free,2007,True,False,1,Medium,64
3085,LeetCode,11.5,4.8,1606,Varied,Yes,Occasionally,Free,2017,False,True,3,High,96
3086,HackerRank,22.4,4.2,850,Easy,No,Occasionally,Paid,2006,False,True,6,Low,98
3087,HackerRank,25.5,3.5,2971,Medium,Limited,Occasionally,Freemium,2007,True,False,6,Low,98
3088,Codeforces,23.4,4.6,2296,Varied,No,Monthly,Freemium,2013,False,False,3,High,99
3089,Codeforces,26.0,4.7,791,Varied,No,Biweekly,Free,2011,False,True,3,Medium,106
3090,HackerRank,12.6,4.9,3535,Varied,Limited,Occasionally,Freemium,2019,True,True,1,Medium,90
3091,CodeChef,28.4,3.9,1911,Easy,No,Occasionally,Paid,2012,True,True,2,Low,96
3092,CodeChef,16.4,4.1,2579,Medium,Limited,Weekly,Paid,2019,False,True,7,Low,98
3093,LeetCode,6.1,4.1,1606,Varied,Yes,Biweekly,Paid,2014,True,True,4,Low,79
3094,CodeChef,10.0,4.4,1225,Varied,Yes,Biweekly,Paid,2013,False,False,4,High,87
3095,HackerRank,27.5,4.9,1201,Easy,Limited,Occasionally,Free,2010,False,True,4,Medium,116
3096,Codeforces,20.2,4.8,3496,Medium,Yes,Occasionally,Paid,2010,True,False,6,High,109
3097,LeetCode,2.5,4.0,3644,Medium,Yes,Monthly,Freemium,2012,False,True,7,Medium,83
3098,Codeforces,15.4,4.8,3601,Hard,Yes,Occasionally,Free,2013,False,False,10,High,111
3099,HackerRank,21.2,3.9,3349,Hard,Limited,Monthly,Free,2009,False,True,1,High,93
3100,LeetCode,9.9,3.8,2828,Easy,Limited,Weekly,Free,2019,True,False,3,High,77
3101,HackerRank,6.2,4.8,1192,Easy,Limited,Weekly,Paid,2005,False,False,9,High,92
3102,CodeChef,1.2,3.5,2331,Medium,Yes,Biweekly,Freemium,2013,False,False,10,High,80
3103,LeetCode,11.6,4.4,696,Hard,Yes,Occasionally,Free,2020,True,True,10,Medium,104
3104,Codeforces,12.3,4.1,1215,Varied,Yes,Monthly,Freemium,2009,True,True,9,High,104
3105,Codeforces,24.7,4.9,1529,Easy,Yes,Monthly,Freemium,2006,True,False,6,High,120
3106,Codeforces,21.7,3.6,631,Varied,Yes,Biweekly,Paid,2016,False,True,2,Medium,96
3107,CodeChef,5.1,4.5,2112,Easy,Limited,Occasionally,Freemium,2015,False,False,6,Medium,80
3108,CodeChef,1.8,3.6,3673,Hard,Limited,Biweekly,Free,2020,False,True,8,Medium,74
3109,CodeChef,22.0,4.2,3604,Easy,Limited,Monthly,Freemium,2016,True,True,9,Medium,113
3110,CodeChef,27.2,4.1,894,Medium,Yes,Weekly,Freemium,2013,False,True,2,High,116
3111,LeetCode,7.6,4.9,633,Easy,No,Weekly,Free,2008,False,True,9,Medium,94
3112,Codeforces,22.8,3.5,2145,Varied,Yes,Weekly,Free,2018,True,True,1,Medium,97
3113,HackerRank,25.2,3.6,2530,Easy,No,Weekly,Free,2019,True,True,2,High,96
3114,Codeforces,4.5,4.4,736,Hard,No,Occasionally,Free,2005,False,False,3,Low,63
3115,CodeChef,17.4,4.1,732,Hard,Yes,Biweekly,Paid,2019,True,True,9,Medium,108
3116,HackerRank,4.0,4.1,1659,Varied,Limited,Biweekly,Paid,2009,False,False,9,High,80
